artist,score,category
Albert J. Welti,0.5736257,fineart
Charles Mahoney,0.5735923,digipa-high-impact
Exekias,0.5734506,fineart
Felipe Seade,0.57342744,digipa-high-impact
Henriette Wyeth,0.57330644,digipa-high-impact
Harold Sandys Williamson,0.5443646,fineart
Eddie Campbell,0.57329535,digipa-high-impact
Gao Fenghan,0.5732926,fareast
Cynthia Sheppard,0.51099646,fineart
Henriette Grindat,0.573179,fineart
Yasutomo Oka,0.5731342,fareast
Celia Frances Bedford,0.57313216,fineart
Les Edwards,0.42068473,fineart
Edwin Deakin,0.5031717,fineart
Eero Saarinen,0.5725142,digipa-high-impact
Franciszek Smuglewicz,0.5722554,fineart
Doris Blair,0.57221186,fineart
Seb Mckinnon,0.51721895,digipa-med-impact
Gregorio Lazzarini,0.57204294,fineart
Gerard Sekoto,0.5719927,fineart
Francis Ernest Jackson,0.5506009,fineart
Simon Birch,0.57171595,digipa-high-impact
Bayard Wu,0.57171166,fineart
François Clouet,0.57162094,fineart
Christopher Wren,0.5715372,fineart
Evgeny Lushpin,0.5714827,special
Art Green,0.5714495,digipa-high-impact
Amy Judd,0.57142305,digipa-high-impact
Art Brenner,0.42619684,digipa-low-impact
Travis Louie,0.43916368,digipa-low-impact
James Jean,0.5457318,digipa-high-impact
Ewald Rübsamen,0.57083976,fineart
Donato Giancola,0.57052535,fineart
Carl Arnold Gonzenbach,0.5703996,fineart
Bastien Lecouffe-Deharme,0.5201288,fineart
Howard Chandler Christy,0.5702813,nudity
Dean Cornwell,0.56977296,fineart
Don Maitz,0.4743015,fineart
James Montgomery Flagg,0.56974065,fineart
Andreas Levers,0.42125136,digipa-low-impact
Edgar Schofield Baum,0.56965977,fineart
Alan Parry,0.5694952,digipa-high-impact
An Zhengwen,0.56942475,fareast
Alayna Lemmer,0.48293802,fineart
Edward Marshall Boehm,0.5530143,fineart
Henri Biva,0.54013556,nudity
Fiona Rae,0.4646715,digipa-low-impact
Elizabeth Jane Lloyd,0.5688463,digipa-high-impact
Franklin Carmichael,0.5687844,digipa-high-impact
Dionisius,0.56875896,fineart
Edwin Georgi,0.56868523,fineart
Jenny Saville,0.5686633,fineart
Ernest Hébert,0.56859314,fineart
Stephan Martiniere,0.56856346,digipa-high-impact
Huang Binhong,0.56841767,fineart
August Lemmer,0.5683548,fineart
Camille Bouvagne,0.5678048,fineart
Olga Skomorokhova,0.39401102,digipa-low-impact
Sacha Goldberger,0.5675477,digipa-high-impact
Hilda Annetta Walker,0.5675261,digipa-high-impact
Harvey Pratt,0.51314723,digipa-med-impact
Jean Bourdichon,0.5670543,fineart
Noriyoshi Ohrai,0.56690073,fineart
Kadir Nelson,0.5669006,n
Ilya Ostroukhov,0.5668801,fineart
Eugène Brands,0.56681967,fineart
Achille Leonardi,0.56674325,fineart
Franz Cižek,0.56670356,fineart
George Paul Chalmers,0.5665988,digipa-high-impact
Serge Marshennikov,0.5665971,digipa-high-impact
Mike Worrall,0.56641084,fineart
Dirck van Delen,0.5661764,fineart
Peter Andrew Jones,0.5661655,fineart
Rafael Albuquerque,0.56541103,fineart
Daniel Buren,0.5654043,fineart
Giuseppe Grisoni,0.5432699,fineart
George Fiddes Watt,0.55861616,fineart
Stan Lee,0.5651268,digipa-high-impact
Dorning Rasbotham,0.56511617,fineart
Albert Lynch,0.56497896,fineart
Lorenz Hideyoshi,0.56494075,fineart
Fenghua Zhong,0.56492203,fareast
Caroline Lucy Scott,0.49190843,digipa-med-impact
Victoria Crowe,0.5647996,digipa-high-impact
Hasegawa Settan,0.5647092,fareast
Dennis H. Farber,0.56453323,digipa-high-impact
Dick Bickenbach,0.5644289,fineart
Art Frahm,0.56439924,fineart
Edith Edmonds,0.5643151,fineart
Alfred Heber Hutty,0.56419206,fineart
Henry Tonks,0.56410825,fineart
Peter Howson,0.5640759,fineart
Albert Dorne,0.56395364,fineart
Arthur Adams,0.5639404,fineart
Bernt Tunold,0.56383425,digipa-high-impact
Gianluca Foli,0.5637317,digipa-high-impact
Vittorio Matteo Corcos,0.5636767,fineart
Béla Iványi-Grünwald,0.56355745,nudity
Feng Zhu,0.5634973,fineart
Sam Kieth,0.47251505,digipa-low-impact
Charles Crodel,0.5633834,fineart
Elsie Henderson,0.56310076,digipa-high-impact
George Earl Ortman,0.56295705,fineart
Tari Márk Dávid,0.562937,fineart
Betty Merken,0.56281745,digipa-high-impact
Cecile Walton,0.46672013,digipa-low-impact
Bracha L. Ettinger,0.56237936,fineart
Ken Fairclough,0.56230986,digipa-high-impact
Phil Koch,0.56224954,digipa-high-impact
George Pirie,0.56213045,digipa-high-impact
Chad Knight,0.56194013,digipa-high-impact
Béla Kondor,0.5427164,digipa-high-impact
Barclay Shaw,0.53689134,digipa-high-impact
Tim Hildebrandt,0.47194147,fineart
Hermann Rüdisühli,0.56104004,digipa-high-impact
Ian McQue,0.5342066,digipa-high-impact
Yanjun Cheng,0.5607171,fineart
Heinrich Hofmann,0.56060636,fineart
Henry Raleigh,0.5605958,fineart
Ernest Buckmaster,0.5605704,fineart
Charles Ricketts,0.56055415,fineart
Juergen Teller,0.56051147,digipa-high-impact
Auguste Mambour,0.5604873,fineart
Sean Yoro,0.5601486,digipa-high-impact
Sheilah Beckett,0.55995446,digipa-high-impact
Eugene Tertychnyi,0.5598978,fineart
Dr. Seuss,0.5597466,c
Adolf Wölfli,0.5372333,digipa-high-impact
Enrique Tábara,0.559323,fineart
Dionisio Baixeras Verdaguer,0.5590695,fineart
Aleksander Gierymski,0.5590013,fineart
Augustus Dunbier,0.55872476,fineart
Adolf Born,0.55848217,fineart
Chris Turnham,0.5584234,digipa-high-impact
James C Christensen,0.55837405,fineart
Daphne Fedarb,0.5582459,digipa-high-impact
Andre Kohn,0.5581832,special
Ron Mueck,0.5581811,nudity
Glenn Fabry,0.55786383,fineart
Elizabeth Polunin,0.5578102,digipa-high-impact
Charles S. Kaelin,0.5577954,fineart
Arthur Radebaugh,0.5577016,fineart
Ai Yazawa,0.55768114,fareast
Charles Roka,0.55762553,fineart
Ai Weiwei,0.5576034,digipa-high-impact
Dorothy Bradford,0.55760014,digipa-high-impact
Alfred Leslie,0.557555,fineart
Heinrich Herzig,0.5574423,fineart
Eliot Hodgkin,0.55740607,digipa-high-impact
Albert Kotin,0.55737317,fineart
Carlo Carlone,0.55729353,fineart
Chen Rong,0.5571221,fineart
Ikuo Hirayama,0.5570225,digipa-high-impact
Edward Corbett,0.55701995,nudity
Eugeniusz Żak,0.556925,nudity
Ettore Tito,0.556875,fineart
Helene Knoop,0.5567731,fineart
Amanda Sage,0.37731662,fareast
Annick Bouvattier,0.54647046,fineart
Harvey Dunn,0.55663586,fineart
Hans Sandreuter,0.5562575,digipa-high-impact
Ruan Jia,0.5398549,special
Anton Räderscheidt,0.55618906,fineart
Tyler Shields,0.4081434,digipa-low-impact
Darek Zabrocki,0.49975997,digipa-med-impact
Frank Montague Moore,0.5556432,fineart
Greg Staples,0.5555332,fineart
Endre Bálint,0.5553731,fineart
Augustus Vincent Tack,0.5136602,fineart
Marc Simonetti,0.48602036,fineart
Carlo Randanini,0.55493265,digipa-high-impact
Diego Dayer,0.5549119,fineart
Kelly Freas,0.55476534,fineart
Thomas Saliot,0.5139967,digipa-med-impact
Gijsbert d'Hondecoeter,0.55455256,fineart
Walter Kim,0.554521,digipa-high-impact
Francesco Cozza,0.5155097,digipa-med-impact
Bill Watterson,0.5542879,digipa-high-impact
Mark Keathley,0.4824056,fineart
Béni Ferenczy,0.55405354,digipa-high-impact
Amadou Opa Bathily,0.5536976,n
Giuseppe Antonio Petrini,0.55340284,fineart
Enzo Cucchi,0.55331933,digipa-high-impact
Adolf Schrödter,0.55316544,fineart
George Benjamin Luks,0.548566,fineart
Glenys Cour,0.55304,digipa-high-impact
Andrew Robertson,0.5529603,digipa-high-impact
Claude Rogers,0.55272067,digipa-high-impact
Alexandre Antigna,0.5526737,fineart
Aimé Barraud,0.55265915,digipa-high-impact
György Vastagh,0.55258965,fineart
Bruce Nauman,0.55257386,digipa-high-impact
Benjamin Block,0.55251944,digipa-high-impact
Gonzalo Endara Crow,0.552346,digipa-high-impact
Dirck de Bray,0.55221736,fineart
Gerald Kelley,0.5521059,digipa-high-impact
Dave Gibbons,0.5520954,digipa-high-impact
Béla Nagy Abodi,0.5520624,digipa-high-impact
Faith 47,0.5517006,digipa-high-impact
Anna Razumovskaya,0.5229187,digipa-med-impact
Archibald Robertson,0.55129635,digipa-high-impact
Louise Dahl-Wolfe,0.55120385,digipa-high-impact
Simon Bisley,0.55119276,digipa-high-impact
Eric Fischl,0.55107886,fineart
Hu Zaobin,0.5510481,fareast
Béla Pállik,0.5507963,digipa-high-impact
Eugene J. Martin,0.55078864,fineart
Friedrich Gauermann,0.55063415,fineart
Fritz Baumann,0.5341434,fineart
Michal Lisowski,0.5505639,fineart
Paolo Roversi,0.5503342,digipa-high-impact
Andrew Atroshenko,0.55009747,fineart
Gyula Derkovits,0.5500315,fineart
Hugh Adam Crawford,0.55000615,digipa-high-impact
Béla Apáti Abkarovics,0.5499799,digipa-high-impact
Paul Chadeisson,0.389151,digipa-low-impact
Aurél Bernáth,0.54968774,fineart
Albert Henry Krehbiel,0.54952574,fineart
Piet Hein Eek,0.54918796,digipa-high-impact
Yoshitaka Amano,0.5491855,fareast
Antonio Rotta,0.54909515,fineart
Józef Mehoffer,0.50760424,fineart
Donald Sherwood,0.5490415,digipa-high-impact
Catrin G Grosse,0.5489286,digipa-high-impact
Arthur Webster Emerson,0.5478842,fineart
Incarcerated Jerkfaces,0.5488423,digipa-high-impact
Emanuel Büchel,0.5487217,fineart
Andrew Loomis,0.54854584,fineart
Charles Hopkinson,0.54853606,fineart
Gabor Szikszai,0.5485203,digipa-high-impact
Archibald Standish Hartrick,0.54850936,digipa-high-impact
Aleksander Orłowski,0.546705,nudity
Hans Hinterreiter,0.5483628,fineart
Fred Williams,0.54544824,fineart
Fred A. Precht,0.5481606,fineart
Camille Souter,0.5213742,fineart
Emil Fuchs,0.54807395,fineart
Francesco Bonsignori,0.5478936,fineart
H. R. (Hans Ruedi) Giger,0.547799,fineart
Harriet Zeitlin,0.5477388,digipa-high-impact
Christian Jane Fergusson,0.5396168,fineart
Edward Kemble,0.5476892,fineart
Bernard Aubertin,0.5475396,fineart
Augustyn Mirys,0.5474162,fineart
Alejandro Burdisio,0.47482288,special
Erin Hanson,0.4343264,digipa-low-impact
Amalia Lindegren,0.5471987,digipa-high-impact
Alberto Seveso,0.47735062,fineart
Bartholomeus Strobel,0.54703736,fineart
Jim Davis,0.54703003,digipa-high-impact
Antony Gormley,0.54696125,digipa-high-impact
Charles Marion Russell,0.54696095,fineart
George B. Sutherland,0.5467901,fineart
Almada Negreiros,0.54670584,fineart
Edward Armitage,0.54358315,fineart
Bruno Walpoth,0.546167,digipa-high-impact
Richard Hamilton,0.5461275,nudity
Charles Harold Davis,0.5460415,digipa-high-impact
Fernand Verhaegen,0.54601514,fineart
Bernard Meninsky,0.5302034,digipa-high-impact
Fede Galizia,0.5456873,digipa-high-impact
Alfred Kelsner,0.5455753,nudity
Fritz Puempin,0.5452847,fineart
Alfred Charles Parker,0.54521024,fineart
Ahmed Yacoubi,0.544767,digipa-high-impact
Arthur B. Carles,0.54447794,fineart
Alice Prin,0.54435575,digipa-high-impact
Carl Gustaf Pilo,0.5443212,digipa-high-impact
Ross Tran,0.5259248,special
Hideyuki Kikuchi,0.544193,fareast
Art Fitzpatrick,0.49847245,fineart
Cherryl Fountain,0.5440454,fineart
Skottie Young,0.5440119,cartoon
NC Wyeth,0.54382974,digipa-high-impact
Rudolf Freund,0.5437342,fineart
Mort Kunstler,0.5433619,digipa-high-impact
Ben Goossens,0.53002644,digipa-high-impact
Andreas Rocha,0.49621177,special
Gérard Ernest Schneider,0.5429964,fineart
Francesco Filippini,0.5429598,digipa-high-impact
Alejandro Jodorowsky,0.5429065,digipa-high-impact
Friedrich Traffelet,0.5428817,fineart
Honor C. Appleton,0.5428735,digipa-high-impact
Jason A. Engle,0.542821,fineart
Henry Otto Wix,0.54271996,fineart
Gregory Manchess,0.54270375,fineart
Ann Stookey,0.54269934,digipa-high-impact
Henryk Rodakowski,0.542589,fineart
Albert Welti,0.5425134,digipa-high-impact
Gerard Houckgeest,0.5424413,digipa-high-impact
Dorothy Hood,0.54226196,digipa-high-impact
Frank Schoonover,0.51056194,fineart
Erlund Hudson,0.5422107,digipa-high-impact
Alexander Litovchenko,0.54210097,fineart
Sakai Hōitsu,0.5420294,digipa-high-impact
Benito Quinquela Martín,0.54194224,fineart
David Watson Stevenson,0.54191554,fineart
Ann Thetis Blacker,0.5416629,digipa-high-impact
Frank DuMond,0.51004076,digipa-med-impact
David Dougal Williams,0.5410126,digipa-high-impact
Robert Mcginnis,0.54098356,fineart
Ernest Briggs,0.5408636,fineart
Ferenc Joachim,0.5408625,fineart
Carlos Saenz de Tejada,0.47332364,digipa-low-impact
David Burton-Richardson,0.49659324,digipa-med-impact
Ernest Heber Thompson,0.54039246,digipa-high-impact
Albert Bertelsen,0.54038215,nudity
Giorgio Giulio Clovio,0.5403708,fineart
Eugene Leroy,0.54019785,digipa-high-impact
Anna Findlay,0.54018176,digipa-high-impact
Roy Gjertson,0.54012,digipa-high-impact
Charmion von Wiegand,0.5400893,fineart
Arnold Bronckhorst,0.526247,fineart
Boris Vallejo,0.487253,fineart
Adélaïde Victoire Hall,0.539939,fineart
Earl Norem,0.5398575,fineart
Sanford Kossin,0.53977877,digipa-high-impact
Aert de Gelder,0.519166,digipa-med-impact
Carl Eugen Keel,0.539739,digipa-high-impact
Francis Bourgeois,0.5397272,digipa-high-impact
Bojan Jevtic,0.41141546,fineart
Edward Avedisian,0.5393925,fineart
Gao Xiang,0.5392419,fareast
Charles Hinman,0.53911865,digipa-high-impact
Frits Van den Berghe,0.53896487,fineart
Carlo Martini,0.5384833,digipa-high-impact
Elina Karimova,0.5384318,digipa-high-impact
Anto Carte,0.4708289,digipa-low-impact
Andrey Yefimovich Martynov,0.537721,fineart
Frances Jetter,0.5376904,fineart
Yuri Ivanovich Pimenov,0.5342793,fineart
Gaston Anglade,0.537608,digipa-high-impact
Albert Swinden,0.5375844,fineart
Bob Byerley,0.5375774,fineart
A.B. Frost,0.5375025,fineart
Jaya Suberg,0.5372893,digipa-high-impact
Josh Keyes,0.53654516,digipa-high-impact
Juliana Huxtable,0.5364195,n
Everett Warner,0.53641814,digipa-high-impact
Hugh Kretschmer,0.45171157,digipa-low-impact
Arnold Blanch,0.535774,fineart
Ryan McGinley,0.53572595,digipa-high-impact
Alfons Karpiński,0.53564656,fineart
George Aleef,0.5355317,digipa-high-impact
Hal Foster,0.5351446,fineart
Stuart Immonen,0.53501946,digipa-high-impact
Craig Thompson,0.5346844,digipa-high-impact
Bartolomeo Vivarini,0.53465015,fineart
Hermann Feierabend,0.5346168,digipa-high-impact
Antonio Donghi,0.4610982,digipa-low-impact
Adonna Khare,0.4858036,digipa-med-impact
James Stokoe,0.5015107,digipa-med-impact
Art & Language,0.5341332,digipa-high-impact
Agustín Fernández,0.53403986,fineart
Germán Londoño,0.5338712,fineart
Emmanuelle Moureaux,0.5335641,digipa-high-impact
Conrad Marca-Relli,0.5148334,digipa-med-impact
Gyula Batthyány,0.5332407,fineart
Francesco Raibolini,0.53314835,fineart
Apelles,0.5166026,fineart
Marat Latypov,0.45811993,fineart
Andrei Markin,0.5328752,fineart
Einar Hakonarson,0.5328311,digipa-high-impact
Beatrice Huntington,0.5328165,digipa-high-impact
Coppo di Marcovaldo,0.5327443,fineart
Gregorio Prestopino,0.53250784,fineart
A.D.M. Cooper,0.53244877,digipa-high-impact
Horatio McCulloch,0.53244334,digipa-high-impact
Wes Anderson,0.5318741,digipa-high-impact
Moebius,0.53178746,digipa-high-impact
Gerard Soest,0.53160626,fineart
Charles Ellison,0.53152347,digipa-high-impact
Wojciech Ostrycharz,0.5314213,fineart
Doug Chiang,0.5313724,fineart
Anne Savage,0.5310638,digipa-high-impact
Cor Melchers,0.53099334,fineart
Gordon Browne,0.5308195,digipa-high-impact
Augustus Earle,0.49196815,fineart
Carlos Francisco Chang Marín,0.5304734,fineart
Larry Elmore,0.53032553,fineart
Adolf Hölzel,0.5303149,fineart
David Ligare,0.5301894,fineart
Jan Luyken,0.52985555,fineart
Earle Bergey,0.5298525,fineart
David Ramsay Hay,0.52974963,digipa-high-impact
Alfred East,0.5296565,digipa-high-impact
A. R. Middleton Todd,0.50988734,fineart
Giorgio De Vincenzi,0.5291678,fineart
Hugh William Williams,0.5291014,digipa-high-impact
Erwin Bowien,0.52895796,digipa-high-impact
Victor Adame Minguez,0.5288686,fineart
Yoji Shinkawa,0.5287015,anime
Clara Weaver Parrish,0.5284487,digipa-high-impact
Albert Eckhout,0.5284096,fineart
Dorothy Coke,0.5282345,digipa-high-impact
Jerzy Duda-Gracz,0.5279943,digipa-high-impact
Byron Galvez,0.39178842,fareast
Alson S. Clark,0.5278568,digipa-high-impact
Adolf Ulric Wertmüller,0.5278296,digipa-high-impact
Bruce Coville,0.5277226,digipa-high-impact
Gong Kai,0.5276811,digipa-high-impact
Andréi Arinouchkine,0.52763486,digipa-high-impact
Florence Engelbach,0.5273161,digipa-high-impact
Brian Froud,0.5270276,fineart
Charles Thomson,0.5270127,digipa-high-impact
Bessie Wheeler,0.5269164,digipa-high-impact
Anton Lehmden,0.5268611,fineart
Emilia Wilk,0.5264961,fineart
Carl Eytel,0.52646196,digipa-high-impact
Alfred Janes,0.5264481,digipa-high-impact
Julie Bell,0.49962538,fineart
Eugenio de Arriba,0.52613926,digipa-high-impact
Samuel and Joseph Newsom,0.52595663,digipa-high-impact
Hans Falk,0.52588874,digipa-high-impact
Guillermo del Toro,0.52565175,digipa-high-impact
Félix Arauz,0.52555984,digipa-high-impact
Gyula Basch,0.52524436,digipa-high-impact
Haroon Mirza,0.5252279,digipa-high-impact
Du Jin,0.5249934,digipa-med-impact
Harry Shoulberg,0.5249456,digipa-med-impact
Arie Smit,0.5249027,fineart
Ahmed Karahisari,0.4259451,digipa-low-impact
Brian and Wendy Froud,0.5246335,fineart
E. William Gollings,0.52461207,digipa-med-impact
Bo Bartlett,0.51341593,digipa-med-impact
Hans Burgkmair,0.52416867,digipa-med-impact
David Macaulay,0.5241233,digipa-med-impact
Benedetto Caliari,0.52370214,digipa-med-impact
Eliott Lilly,0.5235398,digipa-med-impact
Vincent Tanguay,0.48578292,digipa-med-impact
Ada Hill Walker,0.52207166,fineart
Christopher Wood,0.49360397,digipa-med-impact
Kris Kuksi,0.43938053,digipa-low-impact
Chen Yifei,0.5217867,fineart
Margaux Valonia,0.5217782,digipa-med-impact
Antoni Pitxot,0.40582713,digipa-low-impact
Jhonen Vasquez,0.5216471,digipa-med-impact
Emilio Grau Sala,0.52156484,fineart
Henry B. Christian,0.52153796,fineart
Jacques Nathan-Garamond,0.52144086,digipa-med-impact
Eddie Mendoza,0.4949638,digipa-med-impact
Grzegorz Rutkowski,0.48906532,special
Beeple,0.40085253,digipa-low-impact
Giorgio Cavallon,0.5209209,digipa-med-impact
Godfrey Blow,0.52062386,digipa-med-impact
Gabriel Dawe,0.5204431,fineart
Emile Lahner,0.5202367,digipa-med-impact
Steve Dillon,0.5201676,digipa-med-impact
Lee Quinones,0.4626683,digipa-low-impact
Hale Woodruff,0.52000225,digipa-med-impact
Tom Hammick,0.5032626,digipa-med-impact
Hamilton Sloan,0.5197798,digipa-med-impact
Caesar Andrade Faini,0.51971483,digipa-med-impact
Sam Spratt,0.48991,digipa-med-impact
Chris Cold,0.4753577,fineart
Alejandro Obregón,0.5190562,digipa-med-impact
Dan Flavin,0.51901346,digipa-med-impact
Arthur Sarnoff,0.5189428,fineart
Elenore Abbott,0.5187141,digipa-med-impact
Andrea Kowch,0.51822996,digipa-med-impact
Demetrios Farmakopoulos,0.5181248,digipa-med-impact
Alexis Grimou,0.41958088,digipa-low-impact
Lesley Vance,0.5177536,digipa-med-impact
Gyula Aggházy,0.517747,fineart
Georgina Hunt,0.46105456,digipa-low-impact
Christian W. Staudinger,0.4684662,digipa-low-impact
Abraham Begeyn,0.5172538,digipa-med-impact
Charles Mozley,0.5171356,digipa-med-impact
Elias Ravanetti,0.38719344,digipa-low-impact
Herman van Swanevelt,0.5168748,digipa-med-impact
David Paton,0.4842217,digipa-med-impact
Hans Werner Schmidt,0.51671976,digipa-med-impact
Bob Ross,0.51628315,fineart
Sou Fujimoto,0.5162528,fareast
Balcomb Greene,0.5162045,digipa-med-impact
Glen Angus,0.51609933,digipa-med-impact
Buckminster Fuller,0.51607454,digipa-med-impact
Andrei Ryabushkin,0.5158933,fineart
Almeida Júnior,0.515856,digipa-med-impact
Tim White,0.4182697,digipa-low-impact
Hans Beat Wieland,0.51553553,digipa-med-impact
Jakub Różalski,0.5154904,digipa-med-impact
John Whitcomb,0.51523805,digipa-med-impact
Dorothy King,0.5150925,digipa-med-impact
Richard S. Johnson,0.51500344,fineart
Aniello Falcone,0.51475304,digipa-med-impact
Henning Jakob Henrik Lund,0.5147134,c
Robert M Cunningham,0.5144858,digipa-med-impact
Nick Knight,0.51447505,digipa-med-impact
David Chipperfield,0.51424,digipa-med-impact
Bartolomeo Cesi,0.5136737,digipa-med-impact
Bettina Heinen-Ayech,0.51334465,digipa-med-impact
Annabel Kidston,0.51327646,digipa-med-impact
Charles Schridde,0.51308405,digipa-med-impact
Samuel Earp,0.51305825,digipa-med-impact
Eugene Montgomery,0.5128343,digipa-med-impact
Alfred Parsons,0.5127445,digipa-med-impact
Anton Möller,0.5127209,digipa-med-impact
Craig Davison,0.499598,special
Cricorps Grégoire,0.51267076,fineart
Celia Fiennes,0.51266706,digipa-med-impact
Raymond Swanland,0.41350424,fineart
Howard Knotts,0.5122062,digipa-med-impact
Helmut Federle,0.51201206,digipa-med-impact
Tyler Edlin,0.44028252,digipa-high-impact
Elwood H. Smith,0.5119027,digipa-med-impact
Ralph Horsley,0.51142794,fineart
Alexander Ivanov,0.4539051,digipa-low-impact
Cedric Peyravernay,0.4200587,digipa-low-impact
Annabel Eyres,0.51136214,digipa-med-impact
Zack Snyder,0.51129746,digipa-med-impact
Gentile Bellini,0.511102,digipa-med-impact
Giovanni Pelliccioli,0.4868688,digipa-med-impact
Fikret Muallâ Saygı,0.510694,digipa-med-impact
Bauhaus,0.43454266,digipa-low-impact
Charles Williams,0.510406,digipa-med-impact
Georg Arnold-Graboné,0.5103381,digipa-med-impact
Fedot Sychkov,0.47935224,digipa-med-impact
Alberto Magnelli,0.5103212,digipa-med-impact
Aloysius O'Kelly,0.5102891,digipa-med-impact
Alexander McQueen,0.5101986,digipa-med-impact
Cam Sykes,0.510071,digipa-med-impact
George Lucas,0.510038,digipa-med-impact
Eglon van der Neer,0.5099339,digipa-med-impact
Christian August Lorentzen,0.50989646,digipa-med-impact
Eleanor Best,0.50966686,digipa-med-impact
Terry Redlin,0.474244,fineart
Ken Kelly,0.4304738,fineart
David Eugene Henry,0.48173362,fineart
Shin Jeongho,0.5092497,fareast
Flora Borsi,0.5091922,digipa-med-impact
Berndnaut Smilde,0.50864,digipa-med-impact
Art of Brom,0.45828784,fineart
Ernő Tibor,0.50851977,digipa-med-impact
Ancell Stronach,0.5084514,digipa-med-impact
Helen Thomas Dranga,0.45412368,digipa-low-impact
Anita Malfatti,0.5080986,digipa-med-impact
Arnold Brügger,0.5080749,digipa-med-impact
Edward Ben Avram,0.50778764,digipa-med-impact
Antonio Ciseri,0.5073538,fineart
Alyssa Monks,0.50734174,digipa-med-impact
Chen Zhen,0.5071876,digipa-med-impact
Francis Helps,0.50707847,digipa-med-impact
Georg Karl Pfahler,0.50700235,digipa-med-impact
Henry Woods,0.506811,digipa-med-impact
Barbara Greg,0.50674164,digipa-med-impact
Guan Daosheng,0.506712,fareast
Guy Billout,0.5064906,digipa-med-impact
Basuki Abdullah,0.50613165,digipa-med-impact
Thomas Visscher,0.5059943,digipa-med-impact
Edward Simmons,0.50598735,digipa-med-impact
Arabella Rankin,0.50572735,digipa-med-impact
Lady Pink,0.5056634,digipa-high-impact
Christopher Williams,0.5052288,digipa-med-impact
Fuyuko Matsui,0.5051116,fareast
Edward Baird,0.5049874,digipa-med-impact
Georges Stein,0.5049069,digipa-med-impact
Alex Alemany,0.43974748,digipa-low-impact
Emanuel Schongut,0.5047326,digipa-med-impact
Hans Bol,0.5045265,digipa-med-impact
Kurzgesagt,0.5043725,digipa-med-impact
Harald Giersing,0.50410193,digipa-med-impact
Antonín Slavíček,0.5040368,fineart
Carl Rahl,0.5040115,digipa-med-impact
Etienne Delessert,0.5037818,fineart
Americo Makk,0.5034161,digipa-med-impact
Fernand Pelez,0.5027561,digipa-med-impact
Alexey Merinov,0.4469615,digipa-low-impact
Caspar Netscher,0.5019529,digipa-med-impact
Walt Disney,0.50178146,digipa-med-impact
Qian Xuan,0.50150526,fareast
Geoffrey Dyer,0.50120556,digipa-med-impact
Andre Norton,0.5007602,digipa-med-impact
Daphne McClure,0.5007391,digipa-med-impact
Dieric Bouts,0.5005882,fineart
Aguri Uchida,0.5005107,fareast
Hugo Scheiber,0.50004864,digipa-med-impact
Kenne Gregoire,0.46421963,digipa-low-impact
Wolfgang Tillmans,0.4999767,fineart
Carl-Henning Pedersen,0.4998986,digipa-med-impact
Alison Debenham,0.4998683,digipa-med-impact
Eppo Doeve,0.49975222,digipa-med-impact
Christen Købke,0.49961317,digipa-med-impact
Aron Demetz,0.49895018,digipa-med-impact
Alesso Baldovinetti,0.49849576,digipa-med-impact
Jimmy Lawlor,0.4475271,fineart
Carl Walter Liner,0.49826378,fineart
Gwenny Griffiths,0.45598924,digipa-low-impact
David Cooke Gibson,0.4976222,digipa-med-impact
Howard Butterworth,0.4974621,digipa-med-impact
Bob Thompson,0.49743804,fineart
Enguerrand Quarton,0.49711192,fineart
Abdel Hadi Al Gazzar,0.49631482,digipa-med-impact
Gu Zhengyi,0.49629828,digipa-med-impact
Aleksander Kotsis,0.4953621,digipa-med-impact
Alexander Sharpe Ross,0.49519226,digipa-med-impact
Carlos Enríquez Gómez,0.49494863,digipa-med-impact
Abed Abdi,0.4948855,digipa-med-impact
Elaine Duillo,0.49474388,digipa-med-impact
Anne Said,0.49473995,digipa-med-impact
Istvan Banyai,0.4947369,digipa-med-impact
Bouchta El Hayani,0.49455142,digipa-med-impact
Chinwe Chukwuogo-Roy,0.49445248,n
George Claessen,0.49412063,digipa-med-impact
Axel Törneman,0.49401706,digipa-med-impact
Avigdor Arikha,0.49384058,digipa-med-impact
Gloria Stoll Karn,0.4937976,digipa-med-impact
Alfredo Volpi,0.49367586,digipa-med-impact
Raffaello Sanizo,0.49365884,digipa-med-impact
Jeff Easley,0.49344411,digipa-med-impact
Aileen Eagleton,0.49318358,digipa-med-impact
Gaetano Sabatini,0.49307147,digipa-med-impact
Bertalan Pór,0.4930132,digipa-med-impact
Alfred Jensen,0.49291304,digipa-med-impact
Huang Guangjian,0.49286693,fareast
Emil Ferris,0.49282396,digipa-med-impact
Derek Chittock,0.492694,digipa-med-impact
Alonso Vázquez,0.49205148,digipa-med-impact
Kelly Sue Deconnick,0.4919476,digipa-med-impact
Clive Madgwick,0.4749857,fineart
Edward George Handel Lucas,0.49166748,digipa-med-impact
Dorothea Braby,0.49161923,digipa-med-impact
Sangyeob Park,0.49150884,fareast
Heinz Edelman,0.49140438,digipa-med-impact
Mark Seliger,0.4912073,digipa-med-impact
Camilo Egas,0.4586727,digipa-low-impact
Craig Mullins,0.49085408,fineart
Dong Kingman,0.49063343,digipa-med-impact
Douglas Robertson Bisset,0.49031347,digipa-med-impact
Blek Le Rat,0.49008566,digipa-med-impact
Anton Ažbe,0.48984748,fineart
Olafur Eliasson,0.48971075,digipa-med-impact
